source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
Microsoft,Company,USES,Outlook cloud platform,Technology,6ae9fe65e4bfd7a1f9b8::c0000,2023-06-18,Microsoft says early June disruptions to Outlook cloud platform were cyberattacks.,1.0,Microsoft,Outlook cloud platform,microsoft,outlook cloud platform,fb0f4df56fab164ec48722f0,a2322b0679646643f8315b35
ALMACO,Company,PARTNERED_WITH,CADARO,Company,77d5b421598c4a99a4cd::c0000,2023-09-28,ALMACO and CADARO Partner to Elevate Manufacturing and Service of Flow Rate Sensor Technology.,1.0,ALMACO,CADARO,almaco,cadaro,ec522f92c45b10fa803039cc,c81bfa3c423a0e72d5402b3f
Andrew Drach,Person,FOUNDED,Solwey Consulting,Company,d647b95d52cd02947a27::c0000,2022-12-10,Interview with Andrew Drach CEO and co-founder of Solwey Consulting.,1.0,Andrew Drach,Solwey Consulting,andrew drach,solwey consulting,205c5f03468431c1d679c53a,fa8ee120897e10c0c6f51d0f
AI,Technology,USES,dental clinics,Technology,e0a75ffb372e4d44cc53::c0000,2023-07-26,Hundreds of dental clinics across the United States are now utilizing artificial intelligence (AI) technology.,1.0,AI,dental clinics,ai,dental clinics,4f5c599d80e3f459819f8d8f,7feffc6dad5a10ac6375d2fd
ISG,Company,LEADS,global technology research and advisory,Technology,c97e991d82e0e0ee7f76::c0000,2023-06-28,ISG is a leading global technology research and advisory firm.,1.0,ISG,global technology research and advisory,isg,global technology research and advisory,40f5f86659afe9751f163cf9,96e83b44879261ae43ce0338
MediaTek,Company,PARTNERED_WITH,Google,Company,f479764e9819181a0679::c0000,2023-06-19,MediaTek reportedly cooperating with Google on TPU development.,1.0,MediaTek,Google,mediatek,google,b3306bfad1ea21be08bf5c00,0e132222d1315530d6efca52
Colorado,Company,DEVELOPED,U.S. Tech Hub for quantum computing,Technology,0a458e415a3fba99bbe9::c0000,2023-10-21,Colorado was picked to be an official U.S. Tech Hub for quantum computing.,1.0,Colorado,U.S. Tech Hub for quantum computing,colorado,u.s. tech hub for quantum computing,44e6823ac51414da6435467b,bd1382ed921f10c87857c28c
Tech giants,Company,LEADS,risks of AI,Technology,a8de2d35d18ab4da25bd::c0000,2023-09-12,These tech giants are at the White House today to talk about the risks of AI.,1.0,Tech giants,risks of AI,tech giants,risks of ai,384e8c03952218c2c6e35f5d,91a4b3b6c67e193852ed1b53
Alec Hartman,Person,FOUNDED,Welcome Homes,Company,95055a058cee5679cafd::c0000,2023-01-12,DigitalOcean co-founders raise $29M for Welcome Homes.,0.9,Alec Hartman,Welcome Homes,alec hartman,welcome homes,7c49bc33f01da07754a1b72e,2cc7cb559cf7efcece70a666
Google Cloud,Company,PARTNERED_WITH,Form Bio,Company,35b8b8fc4ca0cc482176::c0000,2023-05-20,Google Cloud Launches AI-Powered Multiomics Suite Taps Dallas-Based Colossal and Form Bio.,0.9,Google Cloud,Form Bio,google cloud,form bio,909fcd9c188c8c2429afa468,8eda739cb61199b2a508aeb7
Google Cloud,Company,USES,AI technology,Technology,35b8b8fc4ca0cc482176::c0000,2023-05-20,Google Cloud’s powerful platform Form Bio is positioned to ...,0.8,Google Cloud,AI technology,google cloud,ai technology,909fcd9c188c8c2429afa468,0a1dcf9dc658d0afcdeef56f
David S. Cloud,Person,WORKED_AT,Los Angeles Times,Company,e1ba8d84d3258111cc7b::c0000,2023-01-31,David S. Cloud covers the Pentagon and the military from the Washington D.C. bureau of the Los Angeles Times.,0.9,David S. Cloud,Los Angeles Times,david s. cloud,los angeles times,c04f99d108d0d5c105c40fa6,89f76a1611c6bef8f123d8ad
David S. Cloud,Person,WORKED_AT,New York Times,Company,e1ba8d84d3258111cc7b::c0000,2023-01-31,In David S. Cloud's 30-year career David S. Cloud has also worked at the New York Times.,0.9,David S. Cloud,New York Times,david s. cloud,new york times,c04f99d108d0d5c105c40fa6,6e7954762e5790f43155d6dd
David S. Cloud,Person,WORKED_AT,Wall Street Journal,Company,e1ba8d84d3258111cc7b::c0000,2023-01-31,In David S. Cloud's 30-year career David S. Cloud has also worked at the Wall Street Journal.,0.9,David S. Cloud,Wall Street Journal,david s. cloud,wall street journal,c04f99d108d0d5c105c40fa6,aa43895e5f6a64c972a0afca
Sarah Patton,Person,LEADS,Compass Development Marketing Group,Company,960717bf330bd11d0a38::c0000,2023-01-30,Sarah Patton director of development at Compass Development Marketing Group said that the past few years have found consumers emerging from lockdowns.,0.9,Sarah Patton,Compass Development Marketing Group,sarah patton,compass development marketing group,62905adb66fdd17a10a37689,9ccb3401c2f897b24ed86090
Fujitsu Limited,Company,DEVELOPED,embedded die packaging technology,Technology,da6c1f2f12ca8b444ad0::c0000,2023-07-27,Fujitsu is a leading Japanese information technology and services company that is exploring embedded die packaging technology.,1.0,Fujitsu Limited,embedded die packaging technology,fujitsu limited,embedded die packaging technology,517f33eb752dd76f4c7b7603,5e62c5ffe84a435adcba756b
Comcast Technology Solutions,Company,DEVELOPED,cloud-based Managed Channel Origination service,Technology,d1fc4efdd85fac262eef::c0000,2023-09-13,Comcast Technology Solutions (CTS) today announced the launch of a new cloud-based Managed Channel Origination service.,1.0,Comcast Technology Solutions,cloud-based Managed Channel Origination service,comcast technology solutions,cloud-based managed channel origination service,076b1f367436ab68f7f1897f,b5197c0a17d9147b4e23ee00
Clorox Co.,Company,USES,information technology systems,Technology,00d2f465477efb09e71c::c0000,2023-08-14,Clorox Co. has taken some of Clorox Co.'s information technology systems offline after identifying 'unauthorized activity'.,1.0,Clorox Co.,information technology systems,clorox co.,information technology systems,acca14e8e0f7a6792457e397,f05771562b7beb486d5bbf1d
Deloitte,Company,FOUNDED,Jordan Digital Center,Technology,119ddf49c06da9b2a6a2::c0000,2023-01-17,Deloitte launched today the Jordan Digital Center (JDC) the Amman based state-of-the-art facility providing professional consulting digital and technology services.,1.0,Deloitte,Jordan Digital Center,deloitte,jordan digital center,096a4c5d3ad45de076781004,8a6ee4bb22bbf9cf2ce17747
WatchGuard Technologies,Company,ACQUIRED,CyGlass Technology Services,Technology,771691543314e3641960::c0000,2023-09-20,WatchGuard Technologies announces acquisition of CyGlass Technology Services.,1.0,WatchGuard Technologies,CyGlass Technology Services,watchguard technologies,cyglass technology services,0c50005fa8690b432f6b033c,e03c4c0b45f4faff3f5474c3
First Citizens Bank,Company,ACQUIRED,Silicon Valley Bank,Company,6b87606c5453e6c9fefe::c0000,2023-03-27,Raleigh’s First Citizens Bank will buy Silicon Valley Bank.,1.0,First Citizens Bank,Silicon Valley Bank,first citizens bank,silicon valley bank,30aaff2ed5f2ddddf00fe54c,27b55f2016558f9b6cb06972
Cloudbrink,Company,DEVELOPED,software appliance,Technology,3afd93e5a4478def9130::c0000,2023-06-06,Cloudbrink today launched the industry’s first software-only solution.,1.0,Cloudbrink,software appliance,cloudbrink,software appliance,b6b4ee83c3df02e2cd0d7331,86bd1a91670567d770d6bfe9
Google,Company,DEVELOPED,unknown tracker alerts,Technology,e80a3d782a398668d207::c0000,2023-08-10,Google has introduced a convenient way to identify an unknown tracker.,1.0,Google,unknown tracker alerts,google,unknown tracker alerts,0e132222d1315530d6efca52,644a5c5532b1cb692e7a9e31
YouWeb,Company,DEVELOPED,climate tech incubator,Technology,d2d4301f62a8ebd07927::c0000,2023-09-08,YouWeb launches climate tech incubator to drive carbon management.,1.0,YouWeb,climate tech incubator,youweb,climate tech incubator,7b37ac825b954049bfb25264,28f90a96dca4fdc30ac39ff4
CloudNine,Company,PARTNERED_WITH,Integreon,Company,6e061713388fe1561833::c0000,2023-03-16,CloudNine and Integreon announced a partnership today to provide a better way to manage modern data in eDiscovery.,1.0,CloudNine,Integreon,cloudnine,integreon,db09dea1aba722a6fb8099da,5cd262f980b2ec9703056050
Complete Solaria,Company,ACQUIRED,Freedom Acquisition I Corp.,Company,b6a4ff4968ab97b85f84::c0000,2023-07-18,Complete Solaria a Leading Solar Technology Services and Installation Company Completes Business Combination with Freedom Acquisition I Corp.,1.0,Complete Solaria,Freedom Acquisition I Corp.,complete solaria,freedom acquisition i corp.,41b7b39984892ab49d9a0430,191a599fee63b30abf40c703
Staytuned Digital,Company,DEVELOPED,Salesforce suite for e-commerce,Technology,a0b304edebe265e00968::c0000,2023-04-06,Staytuned Digital has $34 million in new equity and debt to continue developing a software suite for e-commerce brands.,1.0,Staytuned Digital,Salesforce suite for e-commerce,staytuned digital,salesforce suite for e-commerce,94c78c32ac0e4860ff9660c7,28301ac10da2ba6f5f8512e3
Serge Kassardjian,Person,WORKED_AT,Staytuned Digital,Company,a0b304edebe265e00968::c0000,2023-04-06,co-founder Serge Kassardjian described as 'the Salesforce suite for e-commerce stores.',1.0,Serge Kassardjian,Staytuned Digital,serge kassardjian,staytuned digital,e501527272f881fe54fdef1b,94c78c32ac0e4860ff9660c7
pCloud,Company,FOUNDED,2013,Technology,e7164cb87585c5448fd1::c0000,2023-09-10,Established in 2013 pCloud’s focus on innovation security and user satisfaction has garnered the trust of 19 million users worldwide.,1.0,pCloud,2013,pcloud,2013,6acf0c75c3c60c8a79dda448,ed24640d8f4790efc862048c
Starlink,Company,FOUNDED,Elon Musk,Person,739aa9c73fd8bfaa848b::c0000,2023-07-20,Malaysia has issued a license to Starlink the satellite communications service started by Elon Musk.,1.0,Starlink,Elon Musk,starlink,elon musk,b819d2523a83050878621d0f,9db24eb357b51a7992c04ce4
Meta,Company,LEADS,Facebook,Company,5c5f62ec5daf0177409a::c0000,2023-05-22,Facebook owner Meta fined €1.2bn for mishandling user information.,1.0,Meta,Facebook,meta,facebook,6dbfdfc5a4e8df3668a4dac3,7f996316eab74c563ffa5968
Ravago Americas,Company,ACQUIRED,Polymer Technology & Services,Company,9398729500b947eacd91::c0000,2023-10-17,Ravago Americas LLC announced yesterday the acquisition of Polymer Technology & Services LLC.,1.0,Ravago Americas,Polymer Technology & Services,ravago americas,polymer technology services,bad84f72983015414dd0094a,82070938a7843996cbd00a1b
Altitude Angel,Company,PARTNERED_WITH,Saab,Company,aae8c82ac9cf282b9efa::c0000,2022-12-06,Altitude Angel and Saab to partner on Digital Tower technology.,1.0,Altitude Angel,Saab,altitude angel,saab,2e871664a55405767161e9b0,0738888066e33393f6da488e
Amazon Web Services,Company,USES,AMD's new AI chips,Technology,ec3ce18d568e33867724::c0000,2023-06-14,Amazon Web Services is considering using new artificial intelligence chips from Advanced Micro Devices Inc.,1.0,Amazon Web Services,AMD's new AI chips,amazon web services,amd s new ai chips,70c4e949ff245096c6946802,1edc74e3ca6a7ac5b94d2a34
Briton Smetzer,Person,WORKED_AT,NCR,Company,738872f65f185309222c::c0000,2022-12-14,Smetzer who most recently served as Director of ATM Management & Software Deployment at NCR.,1.0,Briton Smetzer,NCR,briton smetzer,ncr,8da121260245115a38bb5eff,c56ee38081ca41a38ea81ca9
Coinbase,Company,WORKED_AT,Brian Armstrong,Person,9919a5cea8797336e979::c0000,2023-02-03,Coinbase offloaded about a fifth of its staff. Chief Brian Armstrong said...,0.9,Coinbase,Brian Armstrong,coinbase,brian armstrong,0403e360cea90d350edb0b11,d26ff078cac2233f5bf64f55
Brian Armstrong,Person,LEADS,Coinbase,Company,9919a5cea8797336e979::c0000,2023-02-03,Chief Brian Armstrong said...,0.9,Brian Armstrong,Coinbase,brian armstrong,coinbase,d26ff078cac2233f5bf64f55,0403e360cea90d350edb0b11
TYAN,Company,DEVELOPED,4th Gen Intel Xeon Scalable Processors,Technology,5fef15ee6ddb1b6fac33::c0000,2023-05-30,TYAN Accelerates AI HPC Cloud Storage Workloads With New Platforms Featuring 4th Gen Intel Xeon Scalable Processors...,0.9,TYAN,4th Gen Intel Xeon Scalable Processors,tyan,4th gen intel xeon scalable processors,248d957a1e1fd53147787ec7,503f805848656c65c14370cd
TYAN,Company,PARTNERED_WITH,Computex 2023,Technology,5fef15ee6ddb1b6fac33::c0000,2023-05-30,showcases its latest HPC cloud and storage platforms at Computex 2023...,0.8,TYAN,Computex 2023,tyan,computex 2023,248d957a1e1fd53147787ec7,4b4567f17e7636d74694ab44
Meta,Company,PARTNERED_WITH,Pelocal Fintech Pvt. Ltd.,Company,15fb2e71d9c1301a1bd8::c0000,2023-10-07,The service is being rolled out in a collaboration between Meta and its authorised partner Pelocal Fintech Pvt. Ltd.,1.0,Meta,Pelocal Fintech Pvt. Ltd.,meta,pelocal fintech pvt. ltd.,6dbfdfc5a4e8df3668a4dac3,647a9488b93afb64d59129ea
Fidelity National Information Services Inc.,Company,FOUNDED,Jacksonville Florida,Company,5ccf35124d55ce7bc232::c0000,2023-02-14,Headquartered in Jacksonville Florida Fidelity National Information Services Inc. (NYSE:FIS) is a financial technology solutions provider.,1.0,Fidelity National Information Services,Jacksonville Florida,fidelity national information services,jacksonville florida,3f052c4690533ff0ac061e7c,161bb7a9c2ab52573ab5ad66
Nutanix,Company,DEVELOPED,Project Beacon,Technology,0a6c6f7c25a96dc81dc7::c0000,2023-05-09,Nutanix today announced Project Beacon a multi-year effort to deliver a portfolio of data-centric Platform as a Service (PaaS) level services.,1.0,Nutanix,Project Beacon,nutanix,project beacon,0da62e02883fcaa78c986d17,4dfa0f6a0f326e98083cb95b
Schneider Electric,Company,USES,Electrification digitalisation and sustainability,Technology,f61511cf8ad7edaa9fd5::c0000,2023-05-07,Electrification digitalisation and sustainability are driving both energy management business opportunities and the shift to a new energy landscape according to energy management and automation technology firm Schneider Electric.,1.0,Schneider Electric,Electrification digitalisation and sustainability,schneider electric,electrification digitalisation and sustainability,b5d4df23f58d35d8fe341402,5cbc63ec79ab9c4414f87872
Google,Company,WORKED_AT,Twitter,Company,5da5f4141c5ac70b750c::c0000,2023-05-19,the Supreme Court ruled in favor of Google Twitter and Facebook in lawsuits,0.9,Google,Twitter,google,twitter,0e132222d1315530d6efca52,a5f18546ad7cd1cb03992049
Google,Company,WORKED_AT,Facebook,Company,5da5f4141c5ac70b750c::c0000,2023-05-19,the Supreme Court ruled in favor of Google Twitter and Facebook in lawsuits,0.9,Google,Facebook,google,facebook,0e132222d1315530d6efca52,7f996316eab74c563ffa5968
Microsoft,Company,DEVELOPED,Copilot,Technology,3a5ed6555cadb4149f58::c0000,2023-09-21,Microsoft Copilot for Windows launches September 26th,0.9,Microsoft,Copilot,microsoft,copilot,fb0f4df56fab164ec48722f0,eafc0d15a1b9901111a77850
Fidelity National Information Services,Company,FOUNDED,financial technology solutions,Technology,35f9e232b3c44ebab014::c0000,2023-07-11,Fidelity National Information Services Inc. (NYSE:FIS) is a financial technology solutions provider.,0.8,Fidelity National Information Services,financial technology solutions,fidelity national information services,financial technology solutions,3f052c4690533ff0ac061e7c,2400bf8acb83b96e3973656a
KPMG,Company,INVESTED_IN,AI cloud services,Technology,369b5a4840d1fcc4fb88::c0000,2023-05-02,KPMG will spend $2 billion on artificial intelligence and cloud services,0.9,KPMG,AI cloud services,kpmg,ai cloud services,5c159ca6c01a0e19f91c6ea8,192eef4df1d1cfbe92440e94
Disney,Company,USES,facial motion capture technology,Technology,9f51ca034ed16b855942::c0000,2023-02-23,Disney had the right to terminate DD3’s services under contracts for the two films.,0.9,Disney,facial motion capture technology,disney,facial motion capture technology,b9aa51590a1f9be00427401b,053a765a98ee65882b005842
Burger King,Company,PARTNERED_WITH,PAR Technology,Company,769e334aa7d9f2be92ea::c0000,2023-10-11,Burger King Selects PAR Technology As Burger King Exclusive Point of Sale Software and Services Provider Across North America.,0.9,Burger King,PAR Technology,burger king,par technology,5e6bb2f54191e893f5e7dd4e,afb0998095d1d484b35303a5
CareCloud,Company,DEVELOPED,CareCloud Charts,Technology,df4a8a1e16a688164322::c0000,2023-01-12,CareCloud Charts electronic health record (EHR) platform CareCloud Charts received Office of the National Coordinator for Health Information Technology (ONC) certification.,0.9,CareCloud,CareCloud Charts,carecloud,carecloud charts,d80aebe720165b1fe3dc1b5b,39cc6533ac75dc17c3a676b6
Federal Trade Commission,Company,DEVELOPED,Office of Technology,Technology,dc5a9c18b6b3f73f2a37::c0000,2023-02-17,The Federal Trade Commission on Friday is launching an Office of Technology to aid efforts to rein in the fast-moving tech sector.,0.9,Federal Trade Commission,Office of Technology,federal trade commission,office of technology,2f92a5fe0c727562df9e1552,2f40b6921257c842e09b69a0
Howard Tullman,Person,WORKED_AT,G2T3V LLC,Company,8b77d8ac484423e94713::c0000,2023-09-26,Howard Tullman general managing partner for G2T3V LLC,1.0,Howard Tullman,G2T3V LLC,howard tullman,g2t3v llc,77dc6b6dd119e83c04be24e7,b4b32bed293ac9106d072e91
Howard Tullman,Person,WORKED_AT,Chicago High Tech Investors LLC,Company,8b77d8ac484423e94713::c0000,2023-09-26,Howard Tullman general managing partner for the Chicago High Tech Investors LLC,1.0,Howard Tullman,Chicago High Tech Investors LLC,howard tullman,chicago high tech investors llc,77dc6b6dd119e83c04be24e7,262cc93944b806c14281d6be
TD SYNNEX,Company,DEVELOPED,Google Cloud,Technology,1365b6a2af315f82638e::c0000,2022-12-19,TD SYNNEX Expands Google Cloud Offering,1.0,TD SYNNEX,Google Cloud,td synnex,google cloud,c097f034a917efc579a7954c,40817b83b760fe70a2ff6caf
University of Kentucky,Company,DEVELOPED,AI recycling technology,Technology,798916a94429991d3425::c0000,2023-03-21,University of Kentucky rolled out a new piece of campus-wide technology targeted at recycling efforts.,1.0,University of Kentucky,AI recycling technology,university of kentucky,ai recycling technology,c70894f74af7562f3b99155e,11facec6b42d278ef0f7c22e
Moro Hub,Company,PARTNERED_WITH,EY,Company,39d8c52ea348bb9062bf::c0000,2023-01-03,Moro Hub in association with global consultancy EY announced the launch of its first AI-driven managed services.,1.0,Moro Hub,EY,moro hub,ey,77fe81c4bf7f8f47ce36850f,6aed44cf262542ef2e266bdf
When I Work,Company,LEADS,Kavitha Radhakrishnan,Person,5d55f4855b8c6ee2b3e1::c0000,2023-09-13,appointed Kavitha Radhakrishnan as its new Chief Product Officer,1.0,When I Work,Kavitha Radhakrishnan,when i work,kavitha radhakrishnan,9c2d7f14294d9c4655ea8213,d07d4463d9cd732446cde95d
When I Work,Company,LEADS,Paul Cowan,Person,5d55f4855b8c6ee2b3e1::c0000,2023-09-13,appointed Paul Cowan as its new Chief Growth Officer,1.0,When I Work,Paul Cowan,when i work,paul cowan,9c2d7f14294d9c4655ea8213,0c4f3d0e1195af33f4d06aea
Pankaj Vyas,Person,WORKED_AT,Siemens Technology and Services Pvt. Ltd.,Company,22199b41d3b049e8847d::c0000,2022-12-03,CEO & MD Siemens Technology and Services Pvt. Ltd.,1.0,Pankaj Vyas,Siemens Technology and Services Pvt. Ltd.,pankaj vyas,siemens technology and services pvt. ltd.,29dfe31b470f3786bec568fe,d5494c8e505250d05a4ea184
Meta Platforms Inc,Company,DEVELOPED,Meta Verified,Technology,250939bab78cf84668d6::c0000,2023-03-17,launched its subscription service in the U.S.,1.0,Meta,Meta Verified,meta,meta verified,6dbfdfc5a4e8df3668a4dac3,cdaa060e756aed182afb05a4
Chipotle,Company,USES,technology,Technology,7e8c1d8dd70d3b571163::c0000,2023-03-30,tapping into technology to ease operations,1.0,Chipotle,technology,chipotle,technology,e9b3522e2c8480dee0d0caa6,3669130c05135dd501f33457
Ronald Benjamin,Person,WORKED_AT,Chipotle,Company,7e8c1d8dd70d3b571163::c0000,2023-03-30,the brand’s senior director of guest and employee experience,1.0,Ronald Benjamin,Chipotle,ronald benjamin,chipotle,3e5285dac1c96a24643c21b3,e9b3522e2c8480dee0d0caa6
Dragos,Company,DEVELOPED,OT Cyber Industry's Only Global Partner Program,Technology,cee0b66946783c1034f8::c0000,2023-06-13,Launches OT Cyber Industry's Only Global Partner Program,1.0,Dragos,OT Cyber Industry's Only Global Partner Program,dragos,ot cyber industry s only global partner program,701cc0154bd88a08189343a8,d185d824ff0829c2276535d4
Ivy Tech Community College,Company,PARTNERED_WITH,Jobs for the Future,Company,af109609d8d9b6e3cfd1::c0000,2023-06-04,Ivy Tech partners with Jobs for the Future to offer Google Certificates.,1.0,Ivy Tech Community College,Jobs for the Future,ivy tech community college,jobs for the future,2c53a58a9adb0b3e3f037693,4bc77125269da594e3d466d7
KNET,Company,DEVELOPED,AYECKA technology,Technology,c468444911a8730ae8ec::c0000,2022-11-25,KNET launches IoT service based on AYECKA technology.,1.0,KNET,AYECKA technology,knet,ayecka technology,c301da7355e2213364a4c019,1d4fb074ae37c65e2af48c68
Tencent Cloud,Company,DEVELOPED,Tencent Cloud Blockchain RPC,Technology,a52db94e340e50609055::c0000,2023-09-12,"Tencent Cloud announced the launch of its first Web3-native product, Tencent Cloud Blockchain RPC.",1.0,Tencent Cloud,Tencent Cloud Blockchain RPC,tencent cloud,tencent cloud blockchain rpc,4f6415a58b3db00b9267597d,161df613ef04c667dd1ce2f2
Tencent Cloud,Company,PARTNERED_WITH,Ankr,Company,a52db94e340e50609055::c0000,2023-09-12,"Jointly developed with Ankr, this new offering aims to deliver reliable Web3 infrastructure.",1.0,Tencent Cloud,Ankr,tencent cloud,ankr,4f6415a58b3db00b9267597d,890a22fa7b9dc6d88d09d219
SoFi Technologies,Company,WORKED_AT,Bank of America,Company,78919f5f29b8ed18f198::c0000,2023-06-16,Bank of America downgrades SoFi Technologies to neutral from buy.,1.0,SoFi Technologies,Bank of America,sofi technologies,bank of america,b7c0be2d367e2d59c2711376,74fc3b8acba7cc743a2c760c
Google,Company,USES,news content,Technology,14ac29ea4e2d0156ac0b::c0000,2023-05-03,Big Tech companies such as Google and Meta might soon have to pay media outlets for posting and using their news content.,0.9,Google,news content,google,news content,0e132222d1315530d6efca52,0d0e9b4569ee70b16ce256d9
Meta,Company,USES,news content,Technology,14ac29ea4e2d0156ac0b::c0000,2023-05-03,Big Tech companies such as Google and Meta might soon have to pay media outlets for posting and using their news content.,0.9,Meta,news content,meta,news content,6dbfdfc5a4e8df3668a4dac3,0d0e9b4569ee70b16ce256d9
Southwest Airlines,Company,DEVELOPED,intermittent technology issue,Technology,e402b12f3e38b4989d81::c0000,2023-04-18,Southwest Airlines service has resumed after flights at airports across the country were temporarily paused due to an 'intermittent technology issue'.,0.8,Southwest Airlines,intermittent technology issue,southwest airlines,intermittent technology issue,9ced97fa95e85c840a979cb2,2757fbbb7043e6cb189ec4ac
Walmart,Company,ACQUIRED,tech hubs,Technology,4c9c06e2bfbf8412600d::c0000,2023-02-15,Walmart says it will shutter three of its other U.S. tech hubs.,0.85,Walmart,tech hubs,walmart,tech hubs,ad7c2c62d5269906c4019b77,f89ba74eaddda19033269093
CrowdStrike,Company,DEVELOPED,Best Enterprise Security Solution,Technology,fa8b43b4e20a3fd468a9::c0000,2023-08-21,CrowdStrike Dominates SC Awards 2023 Winning Best Enterprise Security Solution,1.0,CrowdStrike,Best Enterprise Security Solution,crowdstrike,best enterprise security solution,3a141c727ea19dbb70d75a9a,7b90d9e5b93df0b767ea3aef
CrowdStrike,Company,DEVELOPED,Best Managed Detection and Response Service,Technology,fa8b43b4e20a3fd468a9::c0000,2023-08-21,CrowdStrike Dominates SC Awards 2023 Winning Best Managed Detection and Response Service,1.0,CrowdStrike,Best Managed Detection and Response Service,crowdstrike,best managed detection and response service,3a141c727ea19dbb70d75a9a,3b3aec29bb3431422c6e36c1
Fred Mitchell,Person,WORKED_AT,Drive Control Corporation,Company,27c0ec2fc6d546f2a121::c0000,2023-04-06,Fred Mitchell software division head at Drive Control Corporation (DCC),1.0,Fred Mitchell,Drive Control Corporation,fred mitchell,drive control corporation,2ab7bfdf2e6ac28fc12ba191,a3e1a599b1d08ab49ce96e8f
Microsoft,Company,USES,Outlook,Technology,393ca665492ed7e05ec2::c0000,2023-06-18,Microsoft Says Early June Disruptions to Outlook Cloud Platform Were Cyberattacks,1.0,Microsoft,Outlook,microsoft,outlook,fb0f4df56fab164ec48722f0,ab5f827419c046207ef0a5da
Microsoft,Company,USES,OneDrive,Technology,393ca665492ed7e05ec2::c0000,2023-06-18,Microsoft Says Early June Disruptions to Outlook Cloud Platform Were Cyberattacks,1.0,Microsoft,OneDrive,microsoft,onedrive,fb0f4df56fab164ec48722f0,9d9e73b6f7ea8a81a3842ae3
Western Digital,Company,USES,My Cloud,Technology,d124bc63d94d596313d8::c0000,2023-04-07,Western Digital’s My Cloud is still down but there’s a workaround,1.0,Western Digital,My Cloud,western digital,my cloud,5511c9f28098981f3ec02e61,23091af46a1879a29eec255a
Meta Platforms Inc,Company,DEVELOPED,subscription service,Technology,217fba9d2ebf23c0d41a::c0000,2023-03-17,Meta launches subscription service in US,1.0,Meta,subscription service,meta,subscription service,6dbfdfc5a4e8df3668a4dac3,0fe8af4cde8a5739ffc117ae
HPE,Company,DEVELOPED,cloud computing service for artificial intelligence,Technology,2b93beef6173b1d20f74::c0000,2023-06-21,HPE to offer cloud computing service for artificial intelligence,1.0,HPE,cloud computing service for artificial intelligence,hpe,cloud computing service for artificial intelligence,9c4062b8536b0d59ef5a31ca,ab1aa2c2b352962e1bc6e841
L&T Technology Services,Company,PARTNERED_WITH,Qualcomm,Company,275fc1333cf98e260eec::c0000,2023-02-23,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways,1.0,L&T Technology Services,Qualcomm,l t technology services,qualcomm,7b29988cfc0dac3059f47a0e,261c78e541bbb8921217639a
IBM,Company,ACQUIRED,Red Hat,Company,f66b0d747efc2de3e42a::c0000,2023-04-15,"With the mega-acquisition of Red Hat in 2019, IBM's hybrid cloud platform is tough to beat.",1.0,IBM,Red Hat,ibm,red hat,681006bc70d2b14804e79e11,4faec6ae19c8d1f1a0f8ea05
Brad Chason,Person,WORKED_AT,Jackson Healthcare,Company,d23eede519bae0a8ad17::c0000,2023-05-08,Jackson Healthcare and technology companies today announced the promotion of Brad Chason to senior vice president of information technology.,1.0,Brad Chason,Jackson Healthcare,brad chason,jackson healthcare,047ebee9335b2087b1650b44,470ba462a70f59c475c8f020
Oceans and Coastal Information System (OCIMS),Technology,DEVELOPED,South Africa,Company,fab3af57b7becfdf5928::c0000,2022-11-24,developed and implemented the Oceans and Coastal Information System (OCIMS) in 2016.,1.0,Oceans and Coastal Information System (OCIMS),South Africa,oceans and coastal information system ocims,south africa,4af7411d4ee06dc71d075b58,c583a8432224291eed9dad0c
IBM,Company,PARTNERED_WITH,White House,Company,58db98954545778fead9::c0000,2023-09-12,"IBM, Adobe, Salesforce, and five more tech companies are making voluntary safety, security, and transparency commitments to the White House related to their use of artificial intelligence.",0.9,IBM,White House,ibm,white house,681006bc70d2b14804e79e11,1728ebbc40b86a7b0169c353
Adobe,Company,PARTNERED_WITH,White House,Company,58db98954545778fead9::c0000,2023-09-12,"IBM, Adobe, Salesforce, and five more tech companies are making voluntary safety, security, and transparency commitments to the White House related to their use of artificial intelligence.",0.9,Adobe,White House,adobe,white house,65446d28e12f5bb787b5439a,1728ebbc40b86a7b0169c353
Salesforce,Company,PARTNERED_WITH,White House,Company,58db98954545778fead9::c0000,2023-09-12,"IBM, Adobe, Salesforce, and five more tech companies are making voluntary safety, security, and transparency commitments to the White House related to their use of artificial intelligence.",0.9,Salesforce,White House,salesforce,white house,60ade6527483bced1756d6c8,1728ebbc40b86a7b0169c353
Infosys,Company,PARTNERED_WITH,LexisNexis,Company,239795f28445c484bd47::c0000,2023-04-05,"Infosys has extended its collaboration with LexisNexis, a data and analytics company, to provide end-to-end information services.",0.9,Infosys,LexisNexis,infosys,lexisnexis,26fe01fbff18a0ced2a65600,8a2938b29490bc282b8a3115
Eric Schmidt,Person,INVESTED_IN,White House,Company,39732a962e3247268337::c0000,2022-12-23,Eric Schmidt former CEO of Google is indirectly funding the salaries of officials in a White House office tasked with advising President Biden on technical and scientific issues.,0.9,Eric Schmidt,White House,eric schmidt,white house,f3069ffa3ad13d9174173d9c,1728ebbc40b86a7b0169c353
